timestamp_local,t_sec,step_index,step_action,vacuum_on,atomic_snapshot,j1,j2,j3,j4,j5,j6,x,y,z,rx,ry,rz
2026-02-18T17:50:09.199+02:00,6.6228,5,move:home#1/10,1,0,2.98,-110.56,45.7,-32.34,-2.72,-0.26,252.2,-56.2,-0.6,172.77,-2.66,-86.4
2026-02-18T17:50:12.240+02:00,9.6639,5,move:home#2/10,1,0,2.9,-110.56,45.7,-32.34,-2.28,-0.26,252.1,-55.7,-0.7,172.77,-2.23,-86.55
2026-02-18T17:50:15.281+02:00,12.705,5,move:home#3/10,1,0,2.9,-110.56,45.7,-32.34,-1.93,-0.26,252.0,-54.9,-0.7,172.78,-1.88,-86.59
2026-02-18T17:50:18.322+02:00,15.7456,5,move:home#4/10,1,0,2.9,-110.56,45.7,-32.34,-1.49,-0.26,252.0,-53.7,-0.7,172.78,-1.36,-86.66
2026-02-18T17:50:21.363+02:00,18.787,5,move:home#5/10,1,0,2.9,-110.56,45.7,-32.34,-0.96,-0.26,251.9,-52.8,-0.7,172.78,-0.92,-86.71
2026-02-18T17:50:24.408+02:00,21.8321,5,move:home#6/10,1,0,148.62,95.27,60.46,-77.25,8.34,-147.39,192.6,-64.5,170.2,14.17,0.7,-87.83
2026-02-18T17:50:27.446+02:00,24.87,5,move:home#7/10,1,0,136.23,62.22,127.52,-90.87,-6.32,-136.49,179.6,-65.1,199.8,-10.77,1.56,-89.91
2026-02-18T17:50:30.492+02:00,27.9165,5,move:home#8/10,1,0,113.2,63.45,73.03,134.47,-138.33,60.9,171.0,-26.1,206.0,-38.25,-17.96,-89.24
2026-02-18T17:50:33.532+02:00,30.9562,5,move:home#9/10,1,0,73.12,6.76,81.56,127.79,-120.76,125.06,160.1,-62.1,220.4,-71.15,-21.96,-88.4
2026-02-18T17:50:36.574+02:00,33.9976,5,move:home#10/10,1,0,34.01,-47.81,131.92,-78.75,-36.65,0.96,143.4,-70.1,299.3,-85.68,4.16,-92.44
