timestamp_local,t_sec,step_index,step_action,vacuum_on,atomic_snapshot,j1,j2,j3,j4,j5,j6,x,y,z,rx,ry,rz
2026-02-19T08:50:56.543+02:00,17.1666,6,move:named:Left:edited,0,0,-38.93,-96.59,108.89,-10.63,58.18,2.19,146.4,-62.5,289.2,-89.11,0.77,-70.72
2026-02-19T08:50:59.629+02:00,20.2524,7,move:named:Left:edited,0,0,-43.94,-97.64,92.98,8.08,73.38,3.95,146.4,-62.0,289.2,-89.02,0.66,-60.51
2026-02-19T08:51:02.698+02:00,23.3213,8,move:named:Left:edited,0,0,-45.7,-92.63,66.44,37.96,85.25,12.74,147.2,-62.4,287.8,-89.03,1.0,-50.33
2026-02-19T08:51:14.143+02:00,34.7668,9,move:named:Left,0,0,-45.7,-83.75,94.04,-60.9,90.87,-47.72,148.8,-63.5,286.7,-89.31,2.89,-45.11
2026-02-19T08:51:20.651+02:00,41.2741,10,move:home,0,0,10.1,-66.62,131.92,-65.56,-9.22,-0.43,150.9,-57.9,289.6,-90.26,-0.48,-89.11
