timestamp_local,t_sec,step_index,step_action,vacuum_on,atomic_snapshot,j1,j2,j3,j4,j5,j6,x,y,z,rx,ry,rz
2026-02-18T17:44:57.342+02:00,17.4214,5,move:home,1,0,3.07,-110.56,45.96,-32.25,-2.02,-0.26,252.8,-54.3,0.0,173.13,-1.97,-86.42
2026-02-18T17:45:00.380+02:00,20.4593,5,move:home,1,0,10.1,-66.62,131.92,-66.88,-7.55,-0.26,152.5,-54.1,286.7,-91.56,-0.47,-87.52
2026-02-18T17:45:01.932+02:00,22.0114,5,move:home,1,0,10.1,-66.62,131.92,-66.62,-8.43,-0.26,152.2,-55.9,287.3,-91.3,-0.45,-88.32
2026-02-18T17:45:03.485+02:00,23.5639,5,move:home,1,0,10.1,-66.62,131.92,-66.44,-9.14,-0.26,152.0,-57.5,287.7,-91.12,-0.44,-89.02
2026-02-18T17:45:05.023+02:00,25.1018,5,move:home,1,0,10.1,-66.62,131.92,-66.35,-9.4,-0.26,151.9,-58.1,287.8,-91.04,-0.43,-89.29
2026-02-18T17:45:06.575+02:00,26.6538,5,move:home,1,0,10.1,-66.62,131.92,-66.26,-9.66,-0.26,151.8,-58.7,288.0,-90.95,-0.42,-89.55
2026-02-18T17:45:08.126+02:00,28.2054,5,move:home,1,0,10.1,-66.62,131.92,-66.18,-9.93,-0.26,151.7,-59.3,288.2,-90.86,-0.41,-89.81
2026-02-18T17:45:11.181+02:00,31.2597,6,move:named:Down,1,0,3.95,-21.35,40.69,-66.18,-5.27,1.66,153.5,-64.5,284.7,-136.65,-2.69,-90.87
2026-02-18T17:45:12.747+02:00,32.8258,6,move:named:Down,1,0,3.95,-21.35,40.69,-66.18,-4.39,1.66,153.5,-62.5,284.5,-136.7,-2.05,-90.27
2026-02-18T17:45:14.285+02:00,34.3637,6,move:named:Down,1,0,3.95,-21.35,40.69,-66.18,-3.6,1.66,153.4,-60.8,284.5,-136.74,-1.48,-89.72
2026-02-18T17:45:15.837+02:00,35.9158,6,move:named:Down,1,0,3.95,-21.35,40.6,-66.18,-3.16,1.66,153.5,-59.8,284.3,-136.85,-1.16,-89.42
2026-02-18T17:45:17.389+02:00,37.4677,7,move:named:Left,1,0,3.95,-21.35,40.6,-66.0,-2.9,1.66,153.6,-59.3,284.7,-136.68,-0.96,-89.24
2026-02-18T17:45:20.454+02:00,40.5326,7,move:named:Left,1,0,88.68,27.33,73.21,-98.61,-43.06,1.31,147.8,-59.3,289.8,-88.58,2.63,-44.33
2026-02-18T17:45:22.020+02:00,42.0985,7,move:named:Left,1,0,88.68,27.33,73.21,-99.05,-43.68,1.14,148.8,-59.6,289.1,-88.91,2.17,-44.96
2026-02-18T17:45:23.572+02:00,43.651,8,move:named:Right,1,0,88.68,27.42,73.21,-99.14,-44.12,1.05,149.4,-60.4,288.8,-88.92,2.09,-45.4
2026-02-18T17:45:26.637+02:00,46.7158,8,move:named:Right,1,0,91.23,-75.14,130.25,-53.87,-136.66,-0.08,150.9,-61.7,287.5,-90.89,0.75,-135.44
2026-02-18T17:45:28.189+02:00,48.2678,9,move:named:UP,1,0,91.23,-75.14,130.25,-53.96,-136.75,-0.08,150.8,-61.7,287.6,-90.83,0.69,-135.53
2026-02-18T17:45:31.230+02:00,51.3089,9,move:named:UP,1,0,89.47,-73.3,141.85,20.03,-47.28,-87.62,155.1,-57.9,285.0,-47.3,0.33,-88.91
2026-02-18T17:45:32.782+02:00,52.8609,9,move:named:UP,1,0,89.47,-73.3,141.85,20.03,-46.49,-87.62,153.9,-57.9,286.3,-46.5,0.31,-88.89
2026-02-18T17:45:34.348+02:00,54.427,9,move:named:UP,1,0,89.47,-73.3,141.85,20.03,-45.87,-87.71,153.0,-57.9,287.2,-45.89,0.23,-88.93
2026-02-18T17:45:37.430+02:00,57.5086,10,move:home,1,0,89.47,-73.3,141.85,20.03,-45.7,-87.71,151.3,-59.3,287.7,-90.65,-1.58,-90.07
2026-02-18T17:45:38.982+02:00,59.0608,11,move:named:Pick_up,1,0,33.92,-48.42,132.62,-85.51,-34.27,-0.79,151.5,-59.7,286.9,-91.01,-1.48,-90.33
2026-02-18T17:45:42.035+02:00,62.1135,11,move:named:Pick_up,1,0,3.16,-110.56,45.96,-33.39,-1.93,-0.17,250.2,-53.9,-1.1,171.99,-1.89,-86.39
2026-02-18T17:45:43.583+02:00,63.6621,12,vacuum:off,0,0,3.16,-110.56,46.05,-33.13,-1.66,-0.08,251.0,-53.2,-0.6,172.34,-1.64,-86.52
