timestamp_local,t_sec,step_index,step_action,vacuum_on,atomic_snapshot,j1,j2,j3,j4,j5,j6,x,y,z,rx,ry,rz
2026-02-19T09:43:13.319+02:00,7.5976,4,wait:500ms,1,0,9.4,-117.15,55.98,-29.97,-1.58,-0.96,262.3,-24.3,0.0,178.83,-1.56,-79.59
2026-02-19T09:43:16.393+02:00,10.6723,5,move:home:edited,1,0,3.77,-86.13,123.75,-38.93,-2.37,-0.52,182.8,-56.6,286.8,-91.31,-0.58,-88.58
2026-02-19T09:43:19.462+02:00,13.7409,6,move:named:Left:edited,1,0,-15.64,-93.6,113.99,-21.0,24.6,-0.35,181.6,-62.3,288.0,-90.55,-0.09,-81.03
2026-02-19T09:43:22.539+02:00,16.8182,7,move:named:Left:edited,1,0,-27.24,-96.67,100.89,-4.74,46.75,-0.26,181.1,-61.6,288.3,-90.36,0.12,-70.48
2026-02-19T09:43:25.615+02:00,19.8937,8,move:named:Left:edited,1,0,-33.31,-96.41,85.42,10.72,63.1,-0.17,181.4,-61.0,287.9,-90.11,0.05,-60.2
2026-02-19T09:43:28.692+02:00,22.9708,9,move:named:Left:edited,1,0,-36.38,-92.63,66.7,25.48,76.11,-0.17,182.0,-61.4,287.2,-90.1,0.25,-50.27
2026-02-19T09:43:31.767+02:00,26.0458,10,move:named:Left:edited,1,0,-37.44,-89.2,55.45,33.39,82.0,-0.17,181.3,-62.0,287.5,-90.04,0.17,-45.43
2026-02-19T09:43:34.843+02:00,29.1224,11,move:home:edited,1,0,3.51,-86.3,123.57,-38.75,-2.1,-0.17,183.3,-56.8,286.4,-91.49,-0.23,-88.58
2026-02-19T09:43:37.919+02:00,32.198,12,move:named:Down:edited,1,0,3.51,-71.54,113.81,-52.99,-2.72,0.43,181.2,-58.3,287.6,-100.71,-0.07,-89.24
2026-02-19T09:43:40.994+02:00,35.2734,13,move:named:Down:edited,1,0,3.42,-59.15,98.7,-59.76,-2.81,0.87,181.1,-58.8,288.9,-110.18,-0.14,-89.51
2026-02-19T09:43:44.071+02:00,38.3497,14,move:named:Down:edited,1,0,3.07,-47.81,79.27,-62.05,-2.81,1.14,181.3,-59.9,288.0,-120.54,-0.44,-89.92
2026-02-19T09:43:47.149+02:00,41.4285,15,move:named:Down:edited,1,0,2.54,-35.15,52.99,-58.79,-2.72,1.31,181.0,-61.3,287.3,-130.9,-0.78,-90.37
2026-02-19T09:43:50.226+02:00,44.505,16,move:named:Down:edited,1,0,2.46,-24.43,29.35,-51.41,-2.1,1.31,181.0,-60.3,288.0,-136.45,-0.62,-89.94
2026-02-19T09:43:53.314+02:00,47.593,17,move:home:edited,1,0,3.51,-85.86,123.66,-37.7,-2.37,0.7,180.5,-57.6,290.2,-89.91,0.7,-88.85
2026-02-19T09:43:56.395+02:00,50.6744,18,move:named:Right:edited,1,0,34.36,-73.56,130.34,-56.86,-43.85,0.43,180.8,-58.5,289.9,-90.06,0.37,-99.49
2026-02-19T09:43:59.493+02:00,53.7724,19,move:named:Right:edited,1,0,64.95,-64.77,132.09,-67.06,-84.81,0.35,180.1,-59.6,290.3,-89.97,0.61,-109.86
2026-02-19T09:44:02.589+02:00,56.8678,20,move:named:Right:edited,1,0,64.95,-77.25,129.46,-51.32,-94.57,0.26,179.6,-61.1,289.2,-90.07,1.13,-119.62
2026-02-19T09:44:05.676+02:00,59.9554,21,move:named:Right:edited,1,0,61.34,-88.68,121.55,-32.69,-101.25,0.26,179.8,-60.0,289.3,-90.03,0.43,-129.9
2026-02-19T09:44:08.771+02:00,63.0505,22,move:named:Right:edited,1,0,58.71,-92.98,115.31,-22.32,-104.5,0.26,180.0,-59.9,289.3,-90.0,0.26,-135.79
2026-02-19T09:44:11.865+02:00,66.1438,23,move:home,1,0,34.18,-48.42,131.92,-84.63,-35.41,0.26,151.8,-61.4,288.3,-90.93,-0.39,-91.22
2026-02-19T09:44:14.949+02:00,69.2278,24,move:named:UP:edited,1,0,3.77,-102.39,128.58,-16.69,-4.57,-0.35,181.0,-61.6,288.3,-80.53,0.4,-90.78
2026-02-19T09:44:18.039+02:00,72.3179,25,move:named:UP:edited,1,0,3.33,-116.98,125.59,11.16,-3.51,-0.79,180.4,-60.6,289.0,-70.26,0.44,-90.23
2026-02-19T09:44:21.108+02:00,75.3868,26,move:named:UP:edited,1,0,2.98,-125.68,116.01,39.55,-2.72,-1.05,180.5,-60.0,289.0,-60.15,0.44,-89.89
2026-02-19T09:44:24.186+02:00,78.4646,27,move:named:UP:edited,1,0,2.54,-127.17,101.6,66.0,-2.02,-1.23,179.1,-59.9,289.6,-49.59,0.37,-89.78
2026-02-19T09:44:27.262+02:00,81.5408,28,move:named:UP:edited,1,0,2.46,-126.21,92.72,77.51,-1.75,-1.23,182.8,-59.4,287.2,-45.99,0.33,-89.65
