timestamp_local,t_sec,step_index,step_action,vacuum_on,atomic_snapshot,j1,j2,j3,j4,j5,j6,x,y,z,rx,ry,rz
2026-02-18T18:00:25.741+02:00,6.6198,5,move:home#1/5,1,0,3.16,-110.56,45.96,-32.78,-1.93,-0.26,251.7,-53.8,-0.5,172.6,-1.88,-86.32
2026-02-18T18:00:28.782+02:00,9.6608,5,move:home#2/5,1,0,3.16,-110.56,45.96,-32.78,-1.84,-0.26,251.7,-53.6,-0.5,172.6,-1.79,-86.33
2026-02-18T18:00:31.827+02:00,12.706,5,move:home#3/5,1,0,149.15,94.92,61.52,-78.22,7.91,-147.65,192.2,-61.1,170.8,14.15,0.26,-87.65
2026-02-18T18:00:34.865+02:00,15.744,5,move:home#4/5,1,0,113.02,131.13,-73.3,-132.62,-141.85,62.49,175.8,-53.3,224.7,-40.56,-2.44,-88.29
2026-02-18T18:00:37.911+02:00,18.79,5,move:home#5/5,1,0,33.92,66.53,-132.09,64.86,-34.8,0.79,150.2,-61.7,288.6,-90.57,0.38,-90.88
2026-02-18T18:00:42.474+02:00,23.353,6,move:named:Left#1/5,1,0,58.18,87.53,-123.66,34.98,-48.77,0.61,150.2,-57.2,286.8,-90.75,-0.24,-80.59
2026-02-18T18:00:45.514+02:00,26.3929,6,move:named:Left#2/5,1,0,68.81,94.74,-113.02,17.49,-51.15,0.61,150.2,-58.3,287.1,-90.49,0.0,-72.33
2026-02-18T18:00:48.553+02:00,29.4322,6,move:named:Left#3/5,1,0,76.46,97.55,-101.25,3.51,-51.15,0.61,151.0,-61.3,287.3,-90.11,0.47,-64.68
2026-02-18T18:00:51.592+02:00,32.471,6,move:named:Left#4/5,1,0,82.79,97.55,-87.89,-8.96,-48.86,0.61,151.2,-63.3,287.3,-89.53,1.14,-56.06
2026-02-18T18:00:54.631+02:00,35.5099,6,move:named:Left#5/5,1,0,88.68,95.09,-73.65,-20.83,-45.43,0.61,151.5,-61.2,286.7,-89.56,1.05,-46.75
2026-02-18T18:00:59.200+02:00,40.0788,7,move:home#1/5,1,0,83.14,98.26,-88.24,-8.96,-47.46,0.61,149.7,-60.7,286.4,-89.28,1.39,-54.3
2026-02-18T18:01:02.239+02:00,43.1181,7,move:home#2/5,1,0,76.9,98.26,-100.98,3.86,-50.18,0.61,149.8,-61.3,287.8,-89.26,1.49,-63.26
2026-02-18T18:01:05.279+02:00,46.1575,7,move:home#3/5,1,0,69.25,95.53,-112.85,18.19,-51.41,0.61,149.6,-61.0,288.4,-89.45,1.3,-72.14
2026-02-18T18:01:08.318+02:00,49.1974,7,move:home#4/5,1,0,58.62,87.89,-123.31,35.94,-50.97,0.52,149.7,-63.5,289.2,-89.66,0.93,-82.34
2026-02-18T18:01:11.361+02:00,52.2395,7,move:home#5/5,1,0,33.92,66.62,-132.09,65.74,-34.8,0.26,149.0,-62.5,290.3,-89.78,0.41,-90.87
2026-02-18T18:01:15.922+02:00,56.801,8,move:named:Down#1/5,1,0,38.4,69.08,-117.07,35.85,-36.91,6.85,150.6,-57.7,287.1,-99.67,-0.49,-89.04
2026-02-18T18:01:18.966+02:00,59.8447,8,move:named:Down#2/5,1,0,48.42,67.14,-93.42,-0.61,-44.73,19.59,149.5,-60.1,286.7,-108.74,-0.04,-89.56
2026-02-18T18:01:22.011+02:00,62.8897,8,move:named:Down#3/5,1,0,62.22,51.85,-48.86,-51.59,-50.97,41.04,150.2,-60.1,285.5,-118.18,-0.3,-89.42
