timestamp_local,t_sec,step_index,step_action,vacuum_on,atomic_snapshot,j1,j2,j3,j4,j5,j6,x,y,z,rx,ry,rz
2026-02-18T17:29:32.317+02:00,29.1184,6,move:named:Down,1,0,3.77,-21.35,40.6,-66.18,-4.3,1.66,153.3,-62.8,284.4,-136.79,-2.0,-90.38
2026-02-18T17:29:33.955+02:00,30.7563,6,move:named:Down,1,0,3.77,-21.35,40.6,-66.18,-3.42,1.66,153.3,-60.9,284.3,-136.84,-1.36,-89.78
2026-02-18T17:29:35.594+02:00,32.3947,6,move:named:Down,1,0,3.77,-21.35,40.6,-66.18,-3.07,1.66,153.3,-60.1,284.2,-136.85,-1.1,-89.54
2026-02-18T17:29:38.648+02:00,35.4485,7,move:home,1,0,10.1,-66.09,131.92,-65.21,-8.34,0.7,149.0,-56.3,291.6,-89.39,0.79,-88.23
2026-02-18T17:29:40.286+02:00,37.0867,7,move:home,1,0,10.1,-66.09,131.92,-65.39,-9.05,0.52,149.2,-57.8,291.2,-89.56,0.59,-88.94
2026-02-18T17:29:43.340+02:00,40.1407,8,move:named:Left,1,0,88.68,27.42,73.82,-98.78,-44.64,0.61,150.2,-62.4,289.3,-88.24,2.34,-45.92
2026-02-18T17:29:44.977+02:00,41.7785,8,move:named:Left,1,0,88.68,27.42,73.82,-99.05,-44.64,0.61,150.2,-62.0,288.9,-88.43,2.15,-45.92
2026-02-18T17:29:48.032+02:00,44.8326,9,move:home,1,0,33.83,-47.81,131.92,-84.63,-35.68,0.35,150.0,-63.7,289.3,-90.42,0.04,-91.75
2026-02-18T17:29:49.670+02:00,46.4707,9,move:home,1,0,33.83,-47.81,131.92,-84.46,-35.15,0.35,149.8,-62.9,289.6,-90.28,0.14,-91.31
2026-02-18T17:29:52.725+02:00,49.5257,10,move:named:Right,1,0,91.23,-75.14,131.04,-53.52,-135.61,-0.08,152.4,-62.4,284.6,-91.69,1.56,-134.49
2026-02-18T17:29:54.362+02:00,51.1634,10,move:named:Right,1,0,91.23,-75.14,131.04,-53.87,-136.14,-0.08,151.8,-62.6,285.1,-91.45,1.31,-134.92
2026-02-18T17:29:56.000+02:00,52.8015,10,move:named:Right,1,0,91.23,-75.14,131.04,-54.05,-136.58,-0.08,151.1,-63.1,285.4,-91.34,1.18,-135.36
2026-02-18T17:29:57.639+02:00,54.4397,10,move:named:Right,1,0,91.23,-75.14,131.04,-54.22,-136.75,-0.08,150.8,-63.2,285.6,-91.21,1.05,-135.53
2026-02-18T17:29:59.277+02:00,56.0775,10,move:named:Right,1,0,91.23,-75.14,131.04,-54.31,-136.84,-0.08,150.6,-63.2,285.8,-91.15,0.99,-135.62
2026-02-18T17:30:00.915+02:00,57.7155,10,move:named:Right,1,0,91.23,-75.14,131.04,-54.4,-136.84,-0.08,150.6,-63.1,285.9,-91.09,0.93,-135.62
2026-02-18T17:30:02.567+02:00,59.3675,10,move:named:Right:near_target,1,0,91.23,-75.14,131.04,-54.4,-136.93,-0.08,150.5,-63.2,285.9,-91.09,0.93,-135.71
2026-02-18T17:30:05.622+02:00,62.4226,11,move:home,1,0,33.83,-48.42,131.92,-85.16,-36.38,-0.08,151.9,-64.1,287.4,-91.34,-1.07,-92.53
2026-02-18T17:30:07.259+02:00,64.0605,11,move:home,1,0,33.83,-48.42,131.92,-84.81,-35.5,-0.08,151.5,-62.5,288.1,-91.0,-0.8,-91.66
2026-02-18T17:30:08.898+02:00,65.6987,11,move:home,1,0,33.83,-48.42,131.92,-84.55,-35.06,-0.08,151.3,-61.7,288.4,-90.86,-0.69,-91.22
2026-02-18T17:30:11.957+02:00,68.7577,12,move:named:UP,1,0,88.94,-72.59,141.85,21.0,-43.76,-87.71,149.1,-62.6,288.5,-43.73,1.84,-89.4
2026-02-18T17:30:13.595+02:00,70.3957,12,move:named:UP,1,0,88.94,-72.59,141.85,20.74,-44.64,-87.71,150.5,-62.2,287.5,-44.62,1.6,-89.42
2026-02-18T17:30:15.233+02:00,72.0336,12,move:named:UP,1,0,88.94,-72.59,141.85,20.3,-44.64,-87.71,150.5,-61.5,288.1,-44.63,1.16,-89.42
