timestamp_local,t_sec,step_index,step_action,vacuum_on,atomic_snapshot,j1,j2,j3,j4,j5,j6,x,y,z,rx,ry,rz
2026-02-18T17:39:34.947+02:00,15.442,5,move:home,1,0,3.07,-110.56,45.96,-32.34,-1.75,-0.35,252.6,-53.7,0.0,173.04,-1.7,-86.36
2026-02-18T17:39:38.010+02:00,18.5051,5,move:home,1,0,10.1,-66.62,131.92,-66.88,-7.55,-0.26,152.4,-53.9,286.7,-91.56,-0.47,-87.44
2026-02-18T17:39:39.575+02:00,20.0708,5,move:home,1,0,10.1,-66.62,131.92,-66.62,-8.43,-0.26,152.2,-55.9,287.3,-91.3,-0.45,-88.32
2026-02-18T17:39:41.127+02:00,21.6228,5,move:home,1,0,10.1,-66.62,131.92,-66.44,-9.05,-0.26,152.0,-57.3,287.7,-91.12,-0.44,-88.93
2026-02-18T17:39:42.679+02:00,23.1747,5,move:home,1,0,10.1,-66.62,131.92,-66.26,-9.4,-0.26,151.8,-58.1,288.0,-90.95,-0.42,-89.29
2026-02-18T17:39:44.232+02:00,24.727,5,move:home,1,0,10.1,-66.62,131.92,-66.26,-9.66,-0.26,151.8,-58.7,288.0,-90.95,-0.42,-89.55
2026-02-18T17:39:47.300+02:00,27.7951,6,move:named:Down,1,0,3.86,-21.35,40.69,-66.18,-5.27,1.66,153.4,-64.7,284.7,-136.65,-2.69,-90.96
2026-02-18T17:39:48.838+02:00,29.3331,6,move:named:Down,1,0,3.77,-21.35,40.69,-66.18,-4.39,1.66,153.3,-63.0,284.5,-136.7,-2.05,-90.44
2026-02-18T17:39:50.404+02:00,30.8994,6,move:named:Down,1,0,3.77,-21.35,40.6,-66.18,-3.51,1.66,153.3,-61.1,284.3,-136.83,-1.42,-89.84
2026-02-18T17:39:51.955+02:00,32.4508,6,move:named:Down,1,0,3.77,-21.35,40.6,-66.18,-3.16,1.66,153.3,-60.1,284.2,-136.85,-1.1,-89.54
2026-02-18T17:39:55.024+02:00,35.5189,7,move:home,1,0,10.1,-65.91,131.92,-65.21,-7.2,0.96,148.4,-53.9,292.0,-89.21,1.06,-87.08
